"","Coyote","Age","Farm","Educ","Land","Parent","Sibling","Prevalence","Child_con","First","Exper","Appreh","Prior","Pre_Coy","Linewatch","RIO_GRANDE","BIG_BEND","DEL_RIO","Arizona","California","Texas","Cross_Year","Survey_Year","MMP_id","Community","Weight","communityType","era","propertyOwn","rural","CoyNo","Last_Coy","San_Deigo","Tucson","Safeguard","Gatekeeper","Hold_The_Line","Operation_RG","PTD","noncoyoteMHC","coyoteMHC"
"432",1,21,1,6,0,0,0,0.107078039927405,0,0,0.24,0,1,1,11.55508,0,0,0,0,1,0,2009,2016,440159,159,4.8853,"1",2,0,1,1,1,1,0,0,1,0,0,1,0,1
"435",1,48,1,5,1,0,0,0.225296442687747,0,0,3,0,5,1,10.076554,0,0,0,0,1,0,2008,2019,440171,171,4.4584,"0",2,1,0,4,1,1,0,0,1,0,0,1,1,4
"437",1,26,1,3,0,0,0,0.273509855916816,0,0,0.13,0,2,1,4.705896,0,0,0,1,0,0,1998,1999,450075,75,2,"0",2,0,0,2,1,0,1,1,0,0,0,1,0,2
"438",1,30,0,3,0,0,0,0.129545454545455,0,0,0.16,0,1,1,3.397049,0,1,0,0,0,1,1995,2000,450078,78,6.04,"1",2,1,1,1,1,0,0,0,0,1,0,1,0,1
"441",0,33,0,12,0,0,2,0.124755501433356,0,0,0.48,0,3,1,5.789396,1,0,0,0,0,1,2002,2002,450094,94,5.29,"1",2,1,1,3,1,0,0,0,0,0,1,1,0,3
"442",1,26,0,3,0,0,3,0.0582524271844663,0,0,0.24,0,1,1,6.46884,0,0,0,0,0,0,2005,2006,450113,113,3.1021,"0",2,1,0,1,1,0,0,0,0,0,0,1,0,1
"443",1,32,1,2,0,0,0,0.145985401459855,0,0,0.1,0,1,1,3.397049,0,0,0,1,0,0,1995,2008,450121,121,9.1917,"1",2,1,1,1,1,0,1,0,0,0,0,1,0,1
"444",1,38,0,6,0,1,0,0.228963185574757,1,0,0.2,0,2,1,4.073542,0,0,0,1,0,0,1996,1998,460069,69,4.64,"2",2,1,1,1,1,0,1,0,0,0,0,1,1,1
"445",1,34,1,2,1,0,1,0.101694915254238,0,0,0.09,1,1,1,5.789396,0,0,0,1,0,0,2002,2003,460100,100,3.79,"0",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"446",1,47,1,0,1,0,1,0.182857142857143,0,0,0.12,0,1,1,3.073758,0,0,0,0,1,0,1994,2005,460108,108,1.023,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"447",1,20,1,6,0,0,0,0.0932203389830506,0,0,0.12,0,1,1,6.149998,0,0,0,0,1,0,2003,2010,460131,131,2.3247,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"449",1,50,0,3,0,0,0,0.0660377358490568,0,0,0.18,0,3,1,4.705896,0,0,0,1,0,0,1998,2012,460139,139,3.8874,"0",2,1,0,3,1,0,1,1,0,0,0,1,0,3
"450",1,32,1,6,0,0,2,0.226459372249925,0,0,0.36,0,3,1,4.705896,0,1,0,0,0,1,1998,1998,470069,69,4.64,"2",2,1,1,3,1,0,0,0,0,1,0,1,0,3
"451",1,30,1,4,0,0,1,0.467163778767235,0,0,0.48,0.666666666666667,3,1,4.084013,0,0,0,0,1,0,1997,1997,470071,71,3.64,"0",2,1,0,3,1,1,0,0,1,0,0,1,0,3
"454",1,34,0,8,0,0,0,0.270595590180093,0,0,0.74,0,5,1,5.789396,0,0,0,0,0,0,2002,2002,470096,96,4.05,"1",2,1,0,5,1,0,0,0,0,0,0,1,0,5
"455",1,35,1,12,1,0,3,0.0912547528517108,0,0,0,1,1,0,4.914131,0,0,0,0,1,0,1999,2003,470105,105,4.72,"0",2,1,0,0,0,1,0,0,1,0,0,1,1,0
"458",1,33,1,3,0,0,0,0.259927797833935,3,0,0.84,0,5,1,6.254962,0,1,0,0,0,1,2004,2006,470111,111,3.1603,"0",2,1,0,5,1,0,0,0,0,1,0,1,0,5
"460",1,38,1,6,0,0,1,0.111111111111111,0,0,0.08,0.5,2,1,6.46884,0,0,0,1,0,0,2005,2006,470114,114,1.6443,"0",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"461",1,19,1,9,0,0,0,0.0609137055837564,0,0,0.12,0,1,1,4.073542,0,0,0,0,1,0,1996,2012,470139,139,3.8874,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"462",1,46,1,0,0,1,5,0.206405693950178,3,0,0.44,0,2,1,3.073758,0,0,0,0,1,0,1994,1995,480042,42,1.12,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"463",1,29,0,1,0,0,2,0.0717703349282297,0,0,0.96,0,2,1,4.084013,0,0,0,0,1,0,1997,2012,480137,137,2.7097,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"464",1,27,1,3,0,0,1,0.0484848484848483,0,0,0.24,0,1,1,7.313631,0,0,0,1,0,0,2006,2016,480156,156,5.0641,"0",2,0,0,1,1,0,1,1,0,0,0,1,0,1
"466",1,28,1,6,1,0,0,0.208333333333333,0,0,0.72,0,3,1,4.705896,0,0,0,1,0,0,1998,2019,480173,173,4.9085,"0",2,1,0,2,1,0,1,1,0,0,0,1,1,2
"469",0,22,0,8,0,0,0,0.0914454277286136,0,0,0.36,0,3,1,4.084013,0,1,0,0,0,1,1997,2000,490079,79,1,"1",2,0,0,1,0,0,0,0,0,1,0,1,1,1
"470",1,43,0,9,0,0,1,0.113553113553114,0,0,0.24,0,1,1,6.149998,0,0,0,1,0,0,2003,2004,490101,101,4.79,"0",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"471",1,27,1,6,1,0,1,0.0945945945945946,0,0,0.96,0,1,1,6.149998,0,0,0,0,1,0,2003,2006,490114,114,1.6443,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"474",1,37,1,6,0,0,0,0.225296442687747,1,0,0.48,1,3,1,10.076554,0,0,0,0,1,0,2008,2019,490171,171,4.4584,"0",2,1,0,3,1,1,0,0,1,0,0,1,0,3
"476",1,34,1,6,0,0,0,0.245901639344263,0,0,1.8,0,2,1,6.254962,0,0,0,0,0,0,2004,2019,490174,174,4.8239,"1",2,0,0,2,1,0,0,0,0,0,0,1,0,2
"477",1,20,0,7,0,1,3,0.480608170483488,0,0,0.06,0,1,1,3.073758,0,0,0,0,1,0,1994,1998,510068,68,2.39,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"479",1,24,0,6,0,1,3,0.473105392238461,0,0,0.57,0.5,4,1,4.073542,0,0,0,1,0,0,1996,1997,510071,71,3.64,"0",2,1,0,4,1,0,1,0,0,0,0,1,0,4
"480",1,32,0,6,0,0,1,0.134529147982063,0,0,0.21,0,3,1,4.073542,0,0,0,1,0,0,1996,2000,510081,81,1,"0",2,1,0,1,1,0,1,0,0,0,0,1,1,1
"484",1,24,1,9,0,0,0,0.164989939637827,0,0,0.4,0,5,1,5.647751,0,0,0,1,0,0,2001,2008,510121,121,9.1917,"1",2,1,1,4,1,0,1,1,0,0,0,1,1,4
"487",0,26,1,6,0,1,0,0.200000000000001,0,0,0.72,0,3,1,8.158986,0,0,0,1,0,0,2007,2012,510136,136,2.4453,"0",2,1,0,2,1,0,1,1,0,0,0,1,1,2
"488",1,32,0,8,0,0,0,0.043956043956044,0,0,0.24,0,1,1,3.073758,0,0,0,1,0,0,1994,2012,510139,139,3.8874,"0",2,1,0,1,1,0,1,0,0,0,0,1,0,1
"490",1,33,1,2,1,0,0,0.233128834355829,0,0,0.24,0.5,3,1,4.914131,0,0,0,0,1,0,1999,2019,510174,174,4.8239,"1",2,1,0,2,1,1,0,0,1,0,0,1,1,2
"491",1,32,0,6,0,0,2,0.473105392238461,0,0,0.15,0.5,2,1,4.073542,0,0,0,0,1,0,1996,1997,520071,71,3.64,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"493",1,22,0,6,0,0,1,0.190291262135924,0,0,0.48,0,3,1,5.647751,0,0,0,0,1,0,2001,2001,520088,88,8.7,"2",2,0,1,2,1,1,0,0,1,0,0,1,1,2
"500",1,37,0,6,0,0,5,0.255287358634846,2,0,0.53,0,7,1,5.647751,0,0,0,1,0,0,2001,2002,520096,96,4.05,"1",2,1,0,7,1,0,1,1,0,0,0,1,0,7
"501",1,54,1,0,1,0,4,0.348653341707613,4,0,0.07,0.5,2,1,3.073758,0,0,0,0,1,0,1994,1996,530045,45,1,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"502",1,28,1,6,0,0,0,0.355207016434892,0,0,0.05,0,1,1,3.073758,0,0,0,0,1,0,1994,1996,530050,50,1.17,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"503",1,26,0,6,0,1,1,0.188470066518848,0,0,0.04,0,1,1,4.084013,0,0,0,1,0,0,1997,2001,530088,88,8.7,"2",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"504",1,46,0,3,0,0,0,0.235708494927584,0,0,0.12,0,1,1,4.914131,0,0,0,0,0,0,1999,2002,530096,96,4.05,"1",2,1,0,1,1,0,0,0,0,0,0,1,0,1
"505",1,62,1,1,0,0,0,0.286407766990291,12,0,3.72,0.142857142857143,7,1,3.397049,1,0,0,0,0,1,1995,2003,530099,99,1.24,"0",2,1,0,7,1,0,0,0,0,0,0,1,0,7
"506",1,27,1,9,0,0,2,0.0592000000000005,0,0,0.24,0,1,1,6.46884,0,0,0,0,1,0,2005,2007,530115,115,9.6945,"2",2,0,1,1,1,1,0,0,1,0,0,1,0,1
"507",1,43,0,6,1,0,1,0.189964157706093,1,0,1.92,60,2,0,11.55508,1,0,0,0,0,1,2009,2010,530129,129,8.3561,"1",2,1,1,0,0,0,0,0,0,0,1,1,1,0
"508",1,43,0,6,0,0,0,0.165680473372781,0,0,0.72,2.25,4,1,8.158986,0,0,0,0,1,0,2007,2012,530135,135,2.0779,"0",2,1,0,2,1,1,0,0,1,0,0,1,1,2
"509",1,39,0,9,0,0,0,0.0885780885780883,0,0,0.24,0,1,1,6.46884,0,0,0,1,0,0,2005,2016,530155,155,4.2273,"1",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"510",1,24,0,9,0,0,0,0.238461538461539,0,0,0.24,2,1,1,7.313631,1,0,0,0,0,1,2006,2018,530170,170,1.7419,"0",2,0,0,1,1,0,0,0,0,0,1,1,0,1
"511",1,36,1,4,1,0,0,0.211072664359861,1,0,0.54,0.5,2,1,3.397049,1,0,0,0,0,1,1995,1995,540042,42,1.12,"0",2,1,0,2,1,0,0,0,0,0,0,1,0,2
"512",1,27,0,11,0,0,0,0.387236664773289,0,0,0.06,0,1,1,4.073542,0,0,0,1,0,0,1996,1999,540074,74,8.06,"1",2,1,1,1,1,0,1,0,0,0,0,1,0,1
"514",1,34,0,6,0,0,1,0.188470066518848,0,0,0.5,0.222222222222222,9,1,4.084013,0,0,0,0,1,0,1997,2001,540088,88,8.7,"2",2,0,1,9,1,1,0,0,1,0,0,1,0,7
"515",1,43,1,6,0,0,4,0.269058295964125,0,0,0.12,0,1,1,4.084013,0,0,0,0,1,0,1997,2003,540099,99,1.24,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"516",1,30,0,11,0,0,0,0.206896551724139,0,0,0.24,0,1,1,6.46884,0,0,0,0,0,0,2005,2012,540136,136,2.4453,"0",2,0,0,1,1,0,0,0,0,0,0,1,0,1
"519",1,22,0,9,0,0,2,0.172727272727272,0,0,0.72,0.666666666666667,4,1,8.158986,0,0,0,0,1,0,2007,2012,540138,138,3.7623,"1",2,1,1,3,1,1,0,0,1,0,0,1,1,3
"520",1,42,1,3,1,0,0,0.237373737373738,0,0,0.48,0,2,1,4.705896,0,0,0,0,1,0,1998,2019,540171,171,4.4584,"0",2,0,0,2,1,1,0,0,1,0,0,1,0,2
"521",1,23,1,6,0,0,0,0.0830188679245281,0,0,0.12,0,1,1,3.073758,0,0,0,0,1,0,1994,1997,550059,59,3.48,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"522",0,29,0,8,0,0,0,0.480608170483488,0,0,0.28,2.25,4,0,3.073758,0,0,0,0,1,0,1994,1998,550068,68,2.39,"0",2,1,0,0,0,1,0,0,1,0,0,1,1,0
"523",1,22,0,6,0,0,2,0.37592019547572,0,0,0.04,0,1,1,4.084013,0,0,0,1,0,0,1997,1999,550072,72,6.74,"2",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"524",1,41,0,6,0,0,5,0.386223680076208,2,0,0.27,0,2,1,4.705896,0,0,0,0,1,0,1998,1999,550074,74,8.06,"1",2,1,1,2,1,1,0,0,1,0,0,1,0,2
"526",1,25,0,9,0,0,2,0.270595590180093,0,0,0.72,2.5,2,1,5.789396,0,0,0,1,0,0,2002,2002,550096,96,4.05,"1",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"527",1,38,1,4,1,0,0,0.0843373493975904,0,0,0.12,0,1,1,5.400013,0,0,0,1,0,0,2000,2004,550102,102,4,"0",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"528",1,26,0,9,0,0,2,0.536694330143298,0,0,0.12,0,1,1,4.914131,0,0,0,0,1,0,1999,2007,550120,120,3.9299,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"529",1,43,1,6,0,0,0,0.188571428571429,1,0,0.17,0,1,1,5.400013,1,0,0,0,0,1,2000,2017,550164,164,5.8058,"1",2,1,1,1,1,0,0,0,0,0,1,1,0,1
"533",1,47,1,6,0,0,0,0.204946996466431,0,0,2.16,0,6,1,11.55508,0,0,0,0,0,0,2009,2019,550173,173,4.9085,"0",2,0,0,6,1,0,0,0,0,0,0,1,0,6
"537",1,32,1,4,0,1,3,0.467163778767235,0,0,0.69,0.555555555555556,9,1,4.084013,0,0,0,1,0,0,1997,1997,560071,71,3.64,"0",2,1,0,9,1,0,1,1,0,0,0,1,0,7
"538",1,24,0,2,0,1,1,0.190291262135924,0,0,0.04,1,1,1,5.647751,0,0,0,1,0,0,2001,2001,560088,88,8.7,"2",2,1,1,1,1,0,1,1,0,0,0,1,0,1
"539",1,33,0,4,0,0,2,0.348173444683571,0,0,1.2,0,3,1,10.076554,0,0,0,1,0,0,2008,2014,560149,149,4.9286,"0",2,0,0,2,1,0,1,1,0,0,0,1,1,2
"540",1,23,1,6,0,0,0,0.155688622754491,0,0,0.12,0,1,1,4.705896,0,0,0,1,0,0,1998,2017,560164,164,5.8058,"1",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"541",1,40,1,6,1,0,1,0.204946996466431,2,0,2.44,0,4,0,11.55508,0,0,0,0,1,0,2009,2019,560173,173,4.9085,"0",2,1,0,0,0,1,0,0,1,0,0,1,1,0
"542",0,40,1,2,0,1,2,0.270769230769232,0,0,0.21,0,3,1,3.073758,1,0,0,0,0,1,1994,1994,570039,39,3.31,"0",2,0,0,3,1,0,0,0,0,0,0,1,0,3
"543",1,33,0,17,0,0,1,0.304660876251727,0,0,0.06,0,1,1,5.400013,0,1,0,0,0,1,2000,2001,570089,89,8.8,"2",2,1,1,1,1,0,0,0,0,1,0,1,0,1
"544",1,24,1,8,0,0,0,0.49448269799877,0,0,0.24,0,1,1,4.073542,0,0,0,0,1,0,1996,2005,570109,109,1.0714,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"545",1,29,0,6,0,0,0,0.254545454545454,0,0,1.08,0,1,0,6.254962,0,0,1,0,0,1,2004,2018,570169,169,6.1901,"0",2,0,0,0,0,0,0,0,0,0,0,1,1,0
"546",1,25,1,3,0,0,0,0.238709677419355,0,0,0.6,1,1,1,4.084013,0,0,0,0,1,0,1997,2019,570174,174,4.8239,"1",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"548",1,29,1,3,0,0,4,0.444951960938731,0,0,0.07,0.5,2,1,4.084013,0,0,0,0,1,0,1997,1997,580055,55,2.69,"0",2,0,0,2,1,1,0,0,1,0,0,1,0,2
"549",1,26,1,9,1,0,0,0.273509855916816,0,0,0.12,0,1,1,4.705896,1,0,0,0,0,1,1998,1999,580075,75,2,"0",2,1,0,1,1,0,0,0,0,0,1,1,0,1
"550",1,47,0,7,1,0,2,0.255287358634846,3,0,0.48,1,1,1,5.647751,0,0,0,1,0,0,2001,2002,580096,96,4.05,"1",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"551",1,19,1,6,1,0,0,0.185792349726776,0,0,0.24,0,1,1,4.073542,0,0,0,0,1,0,1996,2005,580108,108,1.023,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"555",1,29,1,4,0,0,2,0.245033112582781,0,0,0.75,0.25,4,1,7.313631,0,0,0,1,0,0,2006,2006,580111,111,3.1603,"0",2,1,0,4,1,0,1,1,0,0,0,1,0,4
"556",1,19,0,9,0,0,0,0.166666666666667,0,0,0.06,1,1,1,7.313631,0,0,0,1,0,0,2006,2012,580135,135,2.0779,"0",2,0,0,1,1,0,1,1,0,0,0,1,0,1
"558",1,46,0,9,0,0,2,0.092198581560284,0,0,1.08,0,2,1,8.158986,0,0,0,1,0,0,2007,2012,580139,139,3.8874,"0",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"559",0,47,0,6,1,0,1,0.0554414784394247,0,0,0.13,1,3,0,3.073758,0,1,0,0,0,1,1994,2000,590080,80,4.44,"3",2,1,1,0,0,0,0,0,0,1,0,1,1,0
"560",1,28,0,3,0,0,1,0.186397984886651,0,0,0.12,1,1,1,3.073758,0,0,0,0,0,0,1994,2001,590088,88,8.7,"2",2,0,1,1,1,0,0,0,0,0,0,1,0,1
"561",1,24,1,1,0,0,0,0.185393258426966,0,0,0.31,2,2,1,3.397049,0,0,0,0,1,0,1995,2005,600108,108,1.023,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"563",1,30,0,12,0,0,0,0.0588235294117649,0,0,0.72,0,2,1,5.647751,0,0,0,1,0,0,2001,2007,600116,116,4.551,"1",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"564",1,45,1,3,0,0,0,0.0769230769230771,0,0,0.6,1,1,1,5.400013,0,0,0,0,1,0,2000,2012,600139,139,3.8874,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"565",0,51,1,1,1,1,2,0.318930041152261,0,0,0.75,0,1,0,3.073758,0,0,0,1,0,0,1994,1994,610034,34,1.95,"0",2,0,0,0,0,0,1,0,0,0,0,1,1,0
"566",1,20,1,4,1,0,0,0.182857142857143,0,0,0.12,0,1,1,3.073758,0,0,0,0,1,0,1994,2005,610108,108,1.023,"0",2,0,0,1,1,1,0,0,1,0,0,1,0,1
"567",1,44,1,6,1,0,7,0.0641025641025638,0,0,0.48,0,1,0,4.084013,1,0,0,0,0,1,1997,2007,610119,119,5.698,"2",2,1,1,0,0,0,0,0,0,0,1,1,1,0
"568",1,26,0,7,0,0,0,0.0881057268722465,0,0,0.36,0,1,1,8.158986,0,0,0,1,0,0,2007,2016,610155,155,4.2273,"1",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"569",1,28,0,9,0,0,0,0.245098039215686,0,0,0.48,0,1,0,5.647751,0,0,1,0,0,1,2001,2018,610169,169,6.1901,"0",2,0,0,0,0,0,0,0,0,0,0,1,1,0
"570",1,39,0,3,1,0,0,0.228260869565218,0,0,1.12,0.5,6,1,3.073758,1,0,0,0,0,1,1994,2018,610170,170,1.7419,"0",2,1,0,5,1,0,0,0,0,0,0,1,1,5
"571",1,22,1,2,0,0,1,0.255102040816327,0,0,0.48,0,1,1,8.158986,0,0,0,0,0,0,2007,2019,610174,174,4.8239,"1",2,0,0,1,1,0,0,0,0,0,0,1,0,1
"572",1,44,0,9,0,1,2,0.107738998482549,0,0,0.04,5,1,1,4.073542,0,0,0,0,1,0,1996,1997,620051,51,1.48,"1",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"573",1,31,1,2,0,0,3,0.433540262728687,0,0,0.2,0,2,1,3.073758,0,0,0,0,1,0,1994,1997,620055,55,2.69,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"574",1,43,1,3,0,0,0,0.409412138376433,2,0,0.72,0.5,4,1,3.397049,0,0,0,0,1,0,1995,1998,620056,56,2.75,"0",2,0,0,4,1,1,0,0,1,0,0,1,0,4
"575",1,26,0,4,0,0,3,0.145374449339208,0,0,0.12,2,1,1,4.073542,0,1,0,0,0,1,1996,2000,620078,78,6.04,"1",2,0,1,1,1,0,0,0,0,1,0,1,0,1
"576",1,21,0,6,0,0,4,0.180000000000001,0,0,0.24,0,1,1,5.400013,0,0,1,0,0,1,2000,2001,620088,88,8.7,"2",2,0,1,1,1,0,0,0,0,0,0,1,0,1
"578",1,27,1,3,0,0,1,0.0836653386454181,0,0,0.16,0.5,2,1,4.084013,0,0,0,1,0,0,1997,2003,620105,105,4.72,"0",2,1,0,2,1,0,1,1,0,0,0,1,0,2
"579",1,25,0,6,0,0,0,0.0761154855643049,0,0,0.12,0,1,1,5.647751,0,0,0,0,0,0,2001,2014,620147,147,4.8382,"1",2,0,1,1,1,0,0,0,0,0,0,1,0,1
"580",1,25,0,9,0,0,2,0.248000000000001,0,0,0.68,2,1,1,6.46884,0,0,0,1,0,0,2005,2018,620170,170,1.7419,"0",2,0,0,1,1,0,1,1,0,0,0,1,0,1
"581",1,32,1,4,0,0,0,0.241071428571429,0,0,0.18,0,1,1,6.149998,0,0,0,0,1,0,2003,2019,620171,171,4.4584,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"582",1,29,0,3,0,0,0,0.0899280575539565,0,0,0.36,0,3,1,3.397049,0,0,0,0,1,0,1995,1997,630059,59,3.48,"0",2,0,0,3,1,1,0,0,1,0,0,1,0,3
"583",1,40,1,0,0,0,0,0.151041666666667,0,0,0.24,0,1,1,5.400013,0,0,0,1,0,0,2000,2017,630162,162,4.7423,"0",2,1,0,1,1,0,1,1,0,0,0,1,0,1
"585",1,32,0,6,0,0,1,0.357111501316943,0,0,0.21,0,7,1,3.397049,0,0,0,0,1,0,1995,1995,640044,44,1,"0",2,1,0,6,1,1,0,0,1,0,0,1,1,6
"587",1,35,0,3,0,0,0,0.0918032786885243,0,0,0.84,0,3,1,4.084013,0,0,0,0,1,0,1997,1997,640059,59,3.48,"0",2,1,0,3,1,1,0,0,1,0,0,1,0,3
"588",1,27,1,6,0,1,4,0.467163778767235,0,0,0.03,0,1,1,4.084013,0,0,0,1,0,0,1997,1997,640071,71,3.64,"0",2,0,0,1,1,0,1,1,0,0,0,1,0,1
"589",1,33,1,6,0,0,3,0.261603375527426,0,0,0.19,0,2,1,4.914131,0,0,0,0,1,0,1999,2003,640099,99,1.24,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"590",1,35,1,3,1,0,1,0.143749999999999,0,0,0.17,1,1,1,4.705896,0,0,0,1,0,0,1998,2006,640110,110,7.8895,"1",2,0,1,1,1,0,1,1,0,0,0,1,0,1
"591",0,30,0,12,1,0,0,0.065298507462687,0,0,0.12,0,1,0,5.789396,0,0,0,1,0,0,2002,2006,640112,112,5.4451,"1",2,1,1,0,0,0,1,1,0,0,0,1,1,0
"592",1,33,1,12,0,0,2,0.0592000000000005,0,0,0.24,2,1,1,6.46884,0,0,0,0,1,0,2005,2007,640115,115,9.6945,"2",2,1,1,1,1,1,0,0,1,0,0,1,0,1
"593",0,30,1,9,0,0,2,0.386423324325351,0,0,0.48,0,2,1,3.397049,0,0,0,0,1,0,1995,1996,650050,50,1.17,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"594",1,31,0,9,0,0,0,0.134605011523562,0,0,0.12,2,1,1,4.705896,0,0,0,0,1,0,1998,2001,650087,87,9.2,"3",2,0,1,1,1,1,0,0,1,0,0,1,0,1
"597",1,41,0,6,0,0,0,0.190291262135924,0,0,0.29,0.333333333333333,3,1,5.647751,0,0,1,0,0,1,2001,2001,650088,88,8.7,"2",2,1,1,3,1,0,0,0,0,0,0,1,0,3
"598",0,57,0,0,0,0,3,0.0432569974554706,1,0,1.56,0,5,0,3.397049,0,0,0,0,1,0,1995,2008,650123,123,6.4609,"3",2,1,1,0,0,1,0,0,1,0,0,1,1,0
"599",0,24,0,9,0,1,1,0.0886075949367092,0,0,0.12,0,1,0,11.802817,0,1,0,0,0,1,2010,2014,650147,147,4.8382,"1",2,0,1,0,0,0,0,0,0,1,0,1,1,0
"600",1,59,0,4,0,0,0,0.207272727272727,0,0,0.36,0,3,1,10.076554,0,0,0,0,1,0,2008,2019,660173,173,4.9085,"0",2,0,0,3,1,1,0,0,1,0,0,1,0,3
"601",1,44,0,5,0,0,0,0.141176470588235,0,0,1.65,0.333333333333333,3,1,5.400013,0,1,0,0,0,1,2000,2000,670081,81,1,"0",2,1,0,3,1,0,0,0,0,1,0,1,0,3
"604",1,38,1,6,0,0,2,0.227091633466136,0,0,0.52,0,3,1,8.158986,0,0,0,0,1,0,2007,2019,670171,171,4.4584,"0",2,0,0,3,1,1,0,0,1,0,0,1,0,3
"605",1,43,1,9,1,0,0,0.207272727272727,0,0,0.48,0,2,1,10.076554,0,0,0,0,1,0,2008,2019,670173,173,4.9085,"0",2,0,0,2,1,1,0,0,1,0,0,1,0,2
"606",1,38,0,2,1,0,1,0.270769230769232,2,0,0.67,0.125,10,1,3.073758,1,0,0,0,0,1,1994,1994,680039,39,3.31,"0",2,0,0,9,1,0,0,0,0,0,0,1,1,7
"608",1,21,1,9,0,0,0,0.0690846286701214,0,0,0.42,0,2,1,6.46884,0,0,0,1,0,0,2005,2006,680112,112,5.4451,"1",2,0,1,2,1,0,1,1,0,0,0,1,0,2
"610",1,26,0,6,0,0,1,0.165467625899281,0,0,0.6,0,2,1,11.802817,0,0,0,0,1,0,2010,2012,680135,135,2.0779,"0",2,1,0,2,1,1,0,0,1,0,0,1,0,2
"611",0,31,0,2,0,0,2,0.37592019547572,0,0,0.76,0,3,0,4.084013,0,1,0,0,0,1,1997,1999,690072,72,6.74,"2",2,1,1,0,0,0,0,0,0,1,0,1,1,0
"615",1,29,0,9,0,0,2,0.0940819423368735,0,0,1.08,1,6,1,5.789396,0,0,0,1,0,0,2002,2003,690098,98,19.76,"3",2,1,1,6,1,0,1,1,0,0,0,1,0,6
"616",1,29,1,0,1,0,0,0.185792349726776,0,0,0.24,0.5,3,1,4.073542,0,0,0,0,1,0,1996,2005,690108,108,1.023,"0",2,1,0,2,1,1,0,0,1,0,0,1,1,2
"617",1,38,1,6,0,0,1,0.457747973610743,0,0,0.24,0,1,1,5.789396,0,0,0,0,1,0,2002,2005,690109,109,1.0714,"0",2,1,0,1,1,1,0,0,1,0,0,1,0,1
"622",1,48,1,9,0,0,1,0.190361445783134,0,0,0.6,0.2,5,1,11.802817,0,0,0,1,0,0,2010,2012,690136,136,2.4453,"1",2,1,0,5,1,0,1,1,0,0,0,1,0,5
"627",1,48,0,6,0,0,0,0.0875912408759127,1,0,1.08,0,9,1,7.313631,0,0,0,0,0,0,2006,2012,690139,139,3.8874,"0",2,1,0,8,1,0,0,0,0,0,0,1,1,7
"629",0,29,0,9,0,1,2,0.301568577807441,0,0,0.36,0,12,0,3.397049,1,0,0,0,0,1,1995,1996,700047,47,2.44,"1",2,1,0,0,0,0,0,0,0,0,0,1,1,0
"630",1,42,0,5,1,1,3,0.44954060462359,0,0,2.76,0.125,8,1,3.397049,0,0,0,0,1,0,1995,1997,700055,55,2.69,"0",2,1,0,7,1,1,0,0,1,0,0,1,1,7
"631",1,33,0,9,0,0,0,0.153540608467931,0,0,0.12,1,1,1,4.084013,1,0,0,0,0,1,1997,1999,700076,76,5.8,"3",2,1,1,1,1,0,0,0,0,0,1,1,0,1
"632",1,40,0,3,1,0,0,0.0932203389830509,0,0,0.12,1,1,1,5.647751,0,0,0,0,0,0,2001,2012,700137,137,2.7097,"0",2,1,0,1,1,0,0,0,0,0,0,1,0,1
